,index,tweet_id,original_tweet_id,original_tweet_user,date_time,user_id,username,followers,friends,user_description,statuses,text,nr_likes,users_likes,nr_RT,entities,nr_responses,users_responses
1311,1554,819635544191811584,819631948083642368,hbest1982,2017-01-12 20:01:56,250316037,DjornNoordman,463,452,"Public Space professional | Landscaping, Trees, Ecology, Public Playgrounds, Sustainability | Strategic-, program-, project- & assetmanagement",3093,"RT @hbest1982: Big data van Bomen! Het helpt zèlfs de bij, maar ook onze gezondheid en klimaat @JoostVerhagen @WUR! @DataLabAdam https://t.…",0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '28642583', 'screen_name': 'hbest1982', 'id': 28642583, 'name': 'Herman Best', 'indices': [3, 13]}, {'id_str': '80131593', 'screen_name': 'JoostVerhagen', 'id': 80131593, 'name': 'Joost Verhagen', 'indices': [95, 109]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [110, 114]}, {'id_str': '4200992434', 'screen_name': 'DataLabAdam', 'id': 4200992434, 'name': 'DataLab Amsterdam', 'indices': [116, 128]}], 'urls': []}",,
1312,1555,819635475854016513,,,2017-01-12 20:01:40,266516771,hpiera,202,377,socially engaged business developer and sales expert | circular economy | move people | field hockey | long distance running | wine,924,Congo leeft zonder het  te weten op een CO2-bom https://t.co/k2mNTMKLXY via @volkskrant,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '3103261', 'screen_name': 'volkskrant', 'id': 3103261, 'name': 'de Volkskrant', 'indices': [76, 87]}], 'urls': [{'url': 'https://t.co/k2mNTMKLXY', 'expanded_url': 'http://s.vk.nl/t-a4447400/', 'indices': [48, 71], 'display_url': 's.vk.nl/t-a4447400/'}]}",,
1313,1556,819635438692532224,819633690066161664,Scapeler,2017-01-12 20:01:31,223406636,sering80,27,41,"Komt op voor het recht op schone lucht. Geen houtkachels in woonwijken. Ook passerende fietsers, sporters  en wandelaars ademen de houtrook in.",1389,"RT @Scapeler: In de achtertuin, dalende luchtdruk, scherp daling fijnstof (14u regen), dalende temperatuur, vreemde piek co2 (H2O?), Dylos…",0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2781732464', 'screen_name': 'Scapeler', 'id': 2781732464, 'name': 'Scapeler', 'indices': [3, 12]}], 'urls': []}",,
1314,1557,819634958478278658,,,2017-01-12 19:59:36,859666994,verwarming_nl,422,698,"Verwarming.nl is een online tijdschrift over verwarming, energie en duurzaamheid.",441,Kabinet schetst route naar CO2-arme energievoorziening. Lees verder... https://t.co/drGr4uBmKG,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/drGr4uBmKG', 'expanded_url': 'http://www.verwarming.nl/nieuws/kabinet-schetst-route-naar-co2-arme-energievoorziening.html?contentID=9010', 'indices': [71, 94], 'display_url': 'verwarming.nl/nieuws/kabinet…'}]}",,
1315,1558,819634606597087232,819628017194586113,joostbrinkman,2017-01-12 19:58:12,216332839,sssnappie,1097,1872,"070, @duurzaam_denhaag, futureproofeconomy, lokaal en circulair, co-creatie & deeleconomie",9925,RT @joostbrinkman: Congo leeft zonder het  te weten op een CO2-bom https://t.co/wD6UqErEL1 via @volkskrant,0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '188892599', 'screen_name': 'joostbrinkman', 'id': 188892599, 'name': 'Joost Brinkman', 'indices': [3, 17]}, {'id_str': '3103261', 'screen_name': 'volkskrant', 'id': 3103261, 'name': 'de Volkskrant', 'indices': [95, 106]}], 'urls': [{'url': 'https://t.co/wD6UqErEL1', 'expanded_url': 'http://www.volkskrant.nl/wetenschap/congo-leeft-zonder-het-te-weten-op-een-co2-bom~a4447400/?hash=36fed52868ab6a3747af0fa0d7bf13ad6005c3c2', 'indices': [67, 90], 'display_url': 'volkskrant.nl/wetenschap/con…'}]}",,
1316,1559,819633988000157696,,,2017-01-12 19:55:45,1473014528,sfoodsupply,1090,2259,"Knowledge and Activities in the scope of Sustainable Food, Water and Energy Supply",5531,Aanleg #palmolieplantages in #veengebieden in #Congo kan tot 5x meer #CO2-uitstoot leiden dan tot nu toe gedacht https://t.co/f4azafwMR9,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [7, 25], 'text': 'palmolieplantages'}, {'indices': [29, 42], 'text': 'veengebieden'}, {'indices': [46, 52], 'text': 'Congo'}, {'indices': [69, 73], 'text': 'CO2'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/f4azafwMR9', 'expanded_url': 'http://fb.me/5edBdk1Hq', 'indices': [113, 136], 'display_url': 'fb.me/5edBdk1Hq'}]}",,
1317,1560,819633930878021632,819477559159164928,KeesvDaalen,2017-01-12 19:55:31,3246028245,PaulSap72,64,151,Geïnteresseerd in alles dat te maken heeft met de energietransitie.,436,RT @KeesvDaalen: De stap naar ultradiepe geothermie en ondergrondse CO2 opslag is essentieel om van aardgas af te kunnen komen: https://t.c…,0,[],6,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '409129924', 'screen_name': 'KeesvDaalen', 'id': 409129924, 'name': 'Kees van Daalen', 'indices': [3, 15]}], 'urls': []}",,
1318,1561,819633690066161664,,,2017-01-12 19:54:34,2781732464,Scapeler,252,111,"Creatief en innovatief bezig zijn met IT, Open Data en Open source en zoeken naar kansen voor duurzaamheid in een brede context.",4961,"In de achtertuin, dalende luchtdruk, scherp daling fijnstof (14u regen), dalende temperatuur, vreemde piek co2 (H2O… https://t.co/Z53V5NpORY",3,dmtgkh;sering80;Cumulus1966,4,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Z53V5NpORY', 'expanded_url': 'https://twitter.com/i/web/status/819633690066161664', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",1.0,Cumulus1966
1319,1562,819633680415129604,818787713310662656,climategateNL,2017-01-12 19:54:32,804785157106466816,SSWSterk,4,9,"Door samen alle misleiding en corruptie wereldwijd te ontmaskeren en te ontmantelen, leren van de wijzen, op weg naar een samenleven in harmonie en vrijheid.",493,RT @climategateNL: Gij Zijt Teveel: Milieu-hysterie uitvinding Amerikaanse oliemannetjes.. https://t.co/AJL2gDeOZo via @climategateNL,0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [3, 17]}, {'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [119, 133]}], 'urls': [{'url': 'https://t.co/AJL2gDeOZo', 'expanded_url': 'http://climategate.nl/2017/01/10/klimaat-en-milieu-uitvinding-oliemannetjes-zo-blijkt-opnieuw/', 'indices': [91, 114], 'display_url': 'climategate.nl/2017/01/10/kli…'}]}",,
1320,1564,819633177320914944,819631948083642368,hbest1982,2017-01-12 19:52:32,80131593,JoostVerhagen,434,301,"Cobra-adviseurs | Boomregister | Koploper (en struikel wel eens) | Innovator | Cobra 360+ | European Tree Technician | Registertaxateur-VRT, lid NVTB",1130,"RT @hbest1982: Big data van Bomen! Het helpt zèlfs de bij, maar ook onze gezondheid en klimaat @JoostVerhagen @WUR! @DataLabAdam https://t.…",0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '28642583', 'screen_name': 'hbest1982', 'id': 28642583, 'name': 'Herman Best', 'indices': [3, 13]}, {'id_str': '80131593', 'screen_name': 'JoostVerhagen', 'id': 80131593, 'name': 'Joost Verhagen', 'indices': [95, 109]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [110, 114]}, {'id_str': '4200992434', 'screen_name': 'DataLabAdam', 'id': 4200992434, 'name': 'DataLab Amsterdam', 'indices': [116, 128]}], 'urls': []}",,
1321,1565,819632991471214592,,,2017-01-12 19:51:47,2289833274,MilieuFocus,221,412,,1823,Congo leeft zonder het  te weten op een CO2-bom https://t.co/OxagZ6SN0j via @volkskrant,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '3103261', 'screen_name': 'volkskrant', 'id': 3103261, 'name': 'de Volkskrant', 'indices': [76, 87]}], 'urls': [{'url': 'https://t.co/OxagZ6SN0j', 'expanded_url': 'http://www.volkskrant.nl/wetenschap/congo-leeft-zonder-het-te-weten-op-een-co2-bom~a4447400/?hash=36fed52868ab6a3747af0fa0d7bf13ad6005c3c2', 'indices': [48, 71], 'display_url': 'volkskrant.nl/wetenschap/con…'}]}",,
1322,1566,819632894893232128,819631363297054720,tijdvooreten,2017-01-12 19:51:24,2489664751,Toekomst4,1999,4983,"#voedselveiligheid, #volksgezondheid moet transparanter worden. Nu domineert #economischbelang. #hormonen,Aandacht #ZORG en #Natuur, #Sport, #FORMULE1",20505,"RT @tijdvooreten: '@Toekomst4 @FNLI_nl @drk75 Schuttelaar doet téveel #klimaat, #voedsel, #fashion zaken met téveel belanghebbenden. 
https…",0,[],1,"{'symbols': [], 'hashtags': [{'indices': [70, 78], 'text': 'klimaat'}, {'indices': [80, 88], 'text': 'voedsel'}, {'indices': [90, 98], 'text': 'fashion'}], 'user_mentions': [{'id_str': '32339805', 'screen_name': 'tijdvooreten', 'id': 32339805, 'name': 'Doris Voss', 'indices': [3, 16]}, {'id_str': '2489664751', 'screen_name': 'Toekomst4', 'id': 2489664751, 'name': 'toekomst', 'indices': [19, 29]}, {'id_str': '280471187', 'screen_name': 'FNLI_nl', 'id': 280471187, 'name': 'FNLI Levensmiddelen', 'indices': [30, 38]}, {'id_str': '24412388', 'screen_name': 'drk75', 'id': 24412388, 'name': 'Derk Loorbach', 'indices': [39, 45]}], 'urls': []}",,
1323,1568,819631963946549256,,,2017-01-12 19:47:42,3243083613,Veiligoppad,125,394,"Gem.politiek|Groene ruimte|Natuur&Landschap|Duurzaamheid|Leefbaarheid|Verkeersveiligheid|Dorp,stad&land|Positiviteit|365dagsuccesvol|Doe waar energie van krijgt",3409,Tijd voor collectieve actie: #spouwmuurfonds 75.000 Rotterdammers aangespoord besparen en 42 megaton minder #CO2 https://t.co/aPbH0bbeOs,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [29, 44], 'text': 'spouwmuurfonds'}, {'indices': [108, 112], 'text': 'CO2'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aPbH0bbeOs', 'expanded_url': 'https://versbeton.nl/2017/01/zo-gaan-rotterdammers-42-megaton-co2-besparen/', 'indices': [113, 136], 'display_url': 'versbeton.nl/2017/01/zo-gaa…'}]}",,
1324,1569,819631948083642368,,,2017-01-12 19:47:39,28642583,hbest1982,1435,2490,"Bomen en Groen (adviseur) bij gemeente Amsterdam (Ingenieursbureau), Bomen Planten Trees Green Dendrophile GIS & GEO KPB-ISA IoT. YouTube: https://t.co/OwIsD7YnZS",12538,"Big data van Bomen! Het helpt zèlfs de bij, maar ook onze gezondheid en klimaat @JoostVerhagen @WUR! @DataLabAdam https://t.co/zXZMsDDYPy",0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '80131593', 'screen_name': 'JoostVerhagen', 'id': 80131593, 'name': 'Joost Verhagen', 'indices': [80, 94]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [95, 99]}, {'id_str': '4200992434', 'screen_name': 'DataLabAdam', 'id': 4200992434, 'name': 'DataLab Amsterdam', 'indices': [101, 113]}], 'urls': [{'url': 'https://t.co/zXZMsDDYPy', 'expanded_url': 'https://twitter.com/vitalegroenstad/status/819433740703334400', 'indices': [114, 137], 'display_url': 'twitter.com/vitalegroensta…'}]}",,
1325,1570,819631812532142080,819628948258693125,knakdeworst,2017-01-12 19:47:06,143110190,janlucvaneijk,81,216,"Biodiversiteit, Milieu, Landschap, Water,  Cultuurhistorie, Natuurinclusieve landbouw, natuurfotografie en -beleving och Sverige.
Tweet op persoonlijke titel.",603,RT @knakdeworst: 2/3 EU-burgers wil milieuvriendelijker beleid en koppeling miljarden EU-subsidies aan klimaat- en dierenbescherming. https…,0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '249778559', 'screen_name': 'knakdeworst', 'id': 249778559, 'name': 'Knakdeworst', 'indices': [3, 15]}], 'urls': []}",,
1326,1571,819631638502133762,819584963959988225,veenhuizenauto,2017-01-12 19:46:25,328497806,veenhuizenauto,172,95,Gespecialiseerd in de verkoop en reparatie van alle merken en typen bedrijfswagen s. Altijd meer dan 175 bedrijfswagens op voorraad.,6980,"RT @veenhuizenauto: Volkswagen Transporter 2.0 TDI CLIMATE CONT... 
bj 2014 
175.173km 
EUR 11.950,00 excl BTW 
https://t.co/Zm0MRewJmH #vo…",0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '328497806', 'screen_name': 'veenhuizenauto', 'id': 328497806, 'name': 'Bedrijfswagens', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/Zm0MRewJmH', 'expanded_url': 'http://cartweet.me/nl/vjgi', 'indices': [112, 135], 'display_url': 'cartweet.me/nl/vjgi'}]}",,
1327,1573,819631145994387457,819628948258693125,knakdeworst,2017-01-12 19:44:27,1152078115,NancyGoossens,179,536,"Burger. Wil schone lucht, schone grond en schoon water. Deurne. Het systeem moet anders.",1987,RT @knakdeworst: 2/3 EU-burgers wil milieuvriendelijker beleid en koppeling miljarden EU-subsidies aan klimaat- en dierenbescherming. https…,0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '249778559', 'screen_name': 'knakdeworst', 'id': 249778559, 'name': 'Knakdeworst', 'indices': [3, 15]}], 'urls': []}",,
